"","name","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","minute"
"3583","Klay Thompson","Golden State Warriors","2/2/17",2016,4,0,40,"missed shot","Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",245,-1,48
"3584","Klay Thompson","Golden State Warriors","2/2/17",2016,3,9,56,"made shot","Jump Shot","2PT Field Goal",15,"Los Angeles Clippers",-156,7,27
"3585","Klay Thompson","Golden State Warriors","12/25/16",2016,4,7,20,"missed shot","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",-243,75,41
"3586","Klay Thompson","Golden State Warriors","2/2/17",2016,3,8,24,"missed shot","Jump Shot","3PT Field Goal",28,"Los Angeles Clippers",164,232,28
"3587","Klay Thompson","Golden State Warriors","11/21/16",2016,3,8,34,"made shot","Jump Shot","2PT Field Goal",17,"Indiana Pacers",97,149,28
"3588","Klay Thompson","Golden State Warriors","2/2/17",2016,4,2,13,"missed shot","Jump Shot","2PT Field Goal",4,"Los Angeles Clippers",-20,38,46
"3589","Klay Thompson","Golden State Warriors","3/28/17",2016,3,11,42,"missed shot","Jump Shot","3PT Field Goal",24,"Houston Rockets",-241,21,25
"3590","Klay Thompson","Golden State Warriors","3/28/17",2016,3,10,31,"missed shot","Jump Shot","3PT Field Goal",25,"Houston Rockets",204,151,26
"3591","Klay Thompson","Golden State Warriors","11/21/16",2016,1,9,55,"made shot","Jump Shot","3PT Field Goal",25,"Indiana Pacers",48,252,3
"3592","Klay Thompson","Golden State Warriors","11/21/16",2016,3,2,57,"made shot","Jump Shot","3PT Field Goal",24,"Indiana Pacers",-209,134,34
"3593","Klay Thompson","Golden State Warriors","3/28/17",2016,2,1,30,"missed shot","Jump Shot","3PT Field Goal",24,"Houston Rockets",30,242,23
"3594","Klay Thompson","Golden State Warriors","3/5/17",2016,2,0,36,"missed shot","Jump Shot","3PT Field Goal",24,"New York Knicks",-142,203,24
"3595","Klay Thompson","Golden State Warriors","3/5/17",2016,4,5,41,"made shot","Jump Shot","3PT Field Goal",23,"New York Knicks",210,115,43
"3596","Klay Thompson","Golden State Warriors","3/5/17",2016,4,4,39,"missed shot","Jump Shot","2PT Field Goal",16,"New York Knicks",163,-29,44
"3597","Klay Thompson","Golden State Warriors","3/5/17",2016,4,0,46,"missed shot","Jump Shot","3PT Field Goal",23,"New York Knicks",235,18,48
"3598","Klay Thompson","Golden State Warriors","3/5/17",2016,1,11,21,"missed shot","Jump Shot","2PT Field Goal",5,"New York Knicks",24,52,1
"3599","Klay Thompson","Golden State Warriors","11/21/16",2016,3,8,38,"missed shot","Jump Shot","3PT Field Goal",25,"Indiana Pacers",236,100,28
"3600","Klay Thompson","Golden State Warriors","3/5/17",2016,4,6,29,"missed shot","Jump Shot","3PT Field Goal",24,"New York Knicks",-178,174,42
"3601","Klay Thompson","Golden State Warriors","3/5/17",2016,1,4,17,"made shot","Jump Shot","3PT Field Goal",23,"New York Knicks",218,100,8
"3602","Klay Thompson","Golden State Warriors","3/5/17",2016,1,3,34,"missed shot","Jump Shot","2PT Field Goal",9,"New York Knicks",64,67,9
"3603","Klay Thompson","Golden State Warriors","3/5/17",2016,4,10,25,"made shot","Jump Shot","3PT Field Goal",26,"New York Knicks",238,110,38
"3604","Klay Thompson","Golden State Warriors","3/5/17",2016,4,1,40,"missed shot","Jump Shot","3PT Field Goal",23,"New York Knicks",233,-24,47
"3605","Klay Thompson","Golden State Warriors","3/5/17",2016,4,2,10,"made shot","Jump Shot","2PT Field Goal",20,"New York Knicks",192,65,46
"3606","Klay Thompson","Golden State Warriors","3/28/17",2016,3,6,38,"missed shot","Jump Shot","3PT Field Goal",24,"Houston Rockets",161,190,30
"3607","Klay Thompson","Golden State Warriors","3/28/17",2016,2,7,57,"made shot","Jump Shot","3PT Field Goal",23,"Houston Rockets",-233,38,17
"3608","Klay Thompson","Golden State Warriors","3/28/17",2016,3,11,14,"made shot","Jump Shot","3PT Field Goal",23,"Houston Rockets",-232,26,25
"3609","Klay Thompson","Golden State Warriors","3/28/17",2016,3,3,2,"missed shot","Jump Shot","2PT Field Goal",21,"Houston Rockets",210,21,33
"3610","Klay Thompson","Golden State Warriors","3/28/17",2016,2,11,44,"missed shot","Jump Shot","3PT Field Goal",24,"Houston Rockets",200,136,13
"3611","Klay Thompson","Golden State Warriors","3/28/17",2016,1,8,6,"made shot","Jump Shot","3PT Field Goal",23,"Houston Rockets",-232,56,4
"3612","Klay Thompson","Golden State Warriors","3/28/17",2016,3,3,24,"missed shot","Jump Shot","2PT Field Goal",18,"Houston Rockets",-178,62,33
"3613","Klay Thompson","Golden State Warriors","12/7/16",2016,2,7,5,"missed shot","Jump Shot","2PT Field Goal",13,"Los Angeles Clippers",101,95,17
"3614","Klay Thompson","Golden State Warriors","12/7/16",2016,4,4,11,"made shot","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",60,249,44
"3615","Klay Thompson","Golden State Warriors","12/7/16",2016,1,10,52,"missed shot","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-230,-5,2
"3616","Klay Thompson","Golden State Warriors","12/7/16",2016,3,7,19,"missed shot","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",236,7,29
"3617","Klay Thompson","Golden State Warriors","12/7/16",2016,1,11,42,"missed shot","Jump Shot","2PT Field Goal",16,"Los Angeles Clippers",-168,16,1
"3618","Klay Thompson","Golden State Warriors","12/7/16",2016,1,6,5,"missed shot","Jump Shot","2PT Field Goal",17,"Los Angeles Clippers",-114,139,6
"3619","Klay Thompson","Golden State Warriors","12/7/16",2016,3,10,15,"made shot","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",156,213,26
"3620","Klay Thompson","Golden State Warriors","12/7/16",2016,3,7,34,"missed shot","Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",135,208,29
"3621","Klay Thompson","Golden State Warriors","12/25/16",2016,2,11,21,"made shot","Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",230,11,13
"3622","Klay Thompson","Golden State Warriors","1/8/17",2016,2,3,11,"missed shot","Jump Shot","2PT Field Goal",19,"Sacramento Kings",43,193,21
"3623","Klay Thompson","Golden State Warriors","11/25/16",2016,3,1,21,"missed shot","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",230,86,35
"3624","Klay Thompson","Golden State Warriors","11/25/16",2016,2,0,1,"missed shot","Jump Shot","2PT Field Goal",14,"Los Angeles Lakers",-142,11,24
"3625","Klay Thompson","Golden State Warriors","11/25/16",2016,1,9,15,"missed shot","Jump Shot","2PT Field Goal",14,"Los Angeles Lakers",14,143,3
"3626","Klay Thompson","Golden State Warriors","11/25/16",2016,2,9,22,"missed shot","Jump Shot","2PT Field Goal",16,"Los Angeles Lakers",54,158,15
"3627","Klay Thompson","Golden State Warriors","11/25/16",2016,1,10,46,"missed shot","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",-15,243,2
"3628","Klay Thompson","Golden State Warriors","12/25/16",2016,3,4,46,"made shot","Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",232,61,32
"3629","Klay Thompson","Golden State Warriors","12/25/16",2016,3,5,10,"made shot","Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",-237,-11,31
"3630","Klay Thompson","Golden State Warriors","12/25/16",2016,2,10,5,"missed shot","Jump Shot","3PT Field Goal",22,"Cleveland Cavaliers",223,-1,14
"3631","Klay Thompson","Golden State Warriors","12/25/16",2016,2,8,4,"made shot","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",-209,144,16
"3632","Klay Thompson","Golden State Warriors","12/25/16",2016,1,10,51,"missed shot","Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",-233,-5,2
"3633","Klay Thompson","Golden State Warriors","12/25/16",2016,3,10,41,"missed shot","Jump Shot","3PT Field Goal",28,"Cleveland Cavaliers",-210,188,26
"3634","Klay Thompson","Golden State Warriors","12/25/16",2016,3,7,34,"made shot","Jump Shot","3PT Field Goal",22,"Cleveland Cavaliers",-225,-1,29
"3635","Klay Thompson","Golden State Warriors","12/25/16",2016,1,6,2,"missed shot","Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",232,-16,6
"3636","Klay Thompson","Golden State Warriors","12/25/16",2016,1,9,31,"missed shot","Jump Shot","3PT Field Goal",26,"Cleveland Cavaliers",-166,210,3
"3637","Klay Thompson","Golden State Warriors","3/6/17",2016,1,7,51,"missed shot","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",151,203,5
"3638","Klay Thompson","Golden State Warriors","12/8/16",2016,1,9,30,"missed shot","Jump Shot","3PT Field Goal",23,"Utah Jazz",-232,-21,3
"3639","Klay Thompson","Golden State Warriors","1/8/17",2016,2,4,36,"made shot","Jump Shot","3PT Field Goal",24,"Sacramento Kings",109,224,20
"3640","Klay Thompson","Golden State Warriors","1/8/17",2016,2,2,22,"missed shot","Jump Shot","3PT Field Goal",22,"Sacramento Kings",-222,11,22
"3641","Klay Thompson","Golden State Warriors","1/8/17",2016,3,6,6,"missed shot","Jump Shot","3PT Field Goal",22,"Sacramento Kings",-227,33,30
"3642","Klay Thompson","Golden State Warriors","1/8/17",2016,3,5,59,"made shot","Jump Shot","2PT Field Goal",19,"Sacramento Kings",197,2,31
"3643","Klay Thompson","Golden State Warriors","1/8/17",2016,4,10,59,"missed shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",210,139,38
"3644","Klay Thompson","Golden State Warriors","1/8/17",2016,3,9,33,"missed shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",207,146,27
"3645","Klay Thompson","Golden State Warriors","1/8/17",2016,1,9,29,"missed shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",132,223,3
"3646","Klay Thompson","Golden State Warriors","1/8/17",2016,2,9,12,"missed shot","Jump Shot","2PT Field Goal",20,"Sacramento Kings",163,120,15
"3647","Klay Thompson","Golden State Warriors","1/8/17",2016,1,11,6,"missed shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",159,198,1
"3648","Klay Thompson","Golden State Warriors","12/8/16",2016,4,9,42,"made shot","Jump Shot","2PT Field Goal",20,"Utah Jazz",-192,75,39
"3649","Klay Thompson","Golden State Warriors","3/6/17",2016,3,7,2,"made shot","Jump Shot","3PT Field Goal",24,"Atlanta Hawks",240,16,29
"3650","Klay Thompson","Golden State Warriors","12/8/16",2016,4,9,4,"missed shot","Jump Shot","2PT Field Goal",20,"Utah Jazz",-187,80,39
"3651","Klay Thompson","Golden State Warriors","12/8/16",2016,1,6,49,"missed shot","Jump Shot","3PT Field Goal",25,"Utah Jazz",-145,210,6
"3652","Klay Thompson","Golden State Warriors","12/8/16",2016,1,11,18,"missed shot","Jump Shot","3PT Field Goal",23,"Utah Jazz",-7,239,1
"3653","Klay Thompson","Golden State Warriors","12/8/16",2016,4,7,36,"missed shot","Jump Shot","2PT Field Goal",18,"Utah Jazz",128,139,41
"3654","Klay Thompson","Golden State Warriors","12/8/16",2016,1,3,26,"missed shot","Jump Shot","3PT Field Goal",22,"Utah Jazz",-228,2,9
"3655","Klay Thompson","Golden State Warriors","1/20/17",2016,4,8,34,"missed shot","Jump Shot","3PT Field Goal",26,"Houston Rockets",-150,218,40
"3656","Klay Thompson","Golden State Warriors","1/20/17",2016,2,8,47,"missed shot","Jump Shot","3PT Field Goal",26,"Houston Rockets",-1,262,16
"3657","Klay Thompson","Golden State Warriors","1/20/17",2016,1,9,41,"missed shot","Jump Shot","3PT Field Goal",24,"Houston Rockets",195,154,3
"3658","Klay Thompson","Golden State Warriors","1/20/17",2016,3,3,44,"missed shot","Jump Shot","3PT Field Goal",25,"Houston Rockets",101,237,33
"3659","Klay Thompson","Golden State Warriors","2/27/17",2016,1,5,58,"missed shot","Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-32,252,7
"3660","Klay Thompson","Golden State Warriors","1/20/17",2016,1,10,13,"made shot","Jump Shot","2PT Field Goal",19,"Houston Rockets",-37,193,2
"3661","Klay Thompson","Golden State Warriors","2/27/17",2016,4,8,20,"made shot","Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",199,154,40
"3662","Klay Thompson","Golden State Warriors","2/8/17",2016,3,11,3,"made shot","Jump Shot","3PT Field Goal",23,"Chicago Bulls",238,7,25
"3663","Klay Thompson","Golden State Warriors","2/8/17",2016,4,8,34,"made shot","Jump Shot","2PT Field Goal",22,"Chicago Bulls",92,205,40
"3664","Klay Thompson","Golden State Warriors","2/8/17",2016,2,9,48,"missed shot","Jump Shot","2PT Field Goal",18,"Chicago Bulls",-174,65,15
"3665","Klay Thompson","Golden State Warriors","2/8/17",2016,3,10,35,"made shot","Jump Shot","3PT Field Goal",22,"Chicago Bulls",228,16,26
"3666","Klay Thompson","Golden State Warriors","2/8/17",2016,1,3,35,"made shot","Jump Shot","3PT Field Goal",23,"Chicago Bulls",-230,7,9
"3667","Klay Thompson","Golden State Warriors","2/8/17",2016,2,10,14,"missed shot","Jump Shot","2PT Field Goal",14,"Chicago Bulls",91,111,14
"3668","Klay Thompson","Golden State Warriors","2/8/17",2016,1,6,41,"missed shot","Jump Shot","3PT Field Goal",23,"Chicago Bulls",230,3,6
"3669","Klay Thompson","Golden State Warriors","2/8/17",2016,1,10,18,"missed shot","Jump Shot","3PT Field Goal",26,"Chicago Bulls",-83,252,2
"3670","Klay Thompson","Golden State Warriors","2/8/17",2016,4,7,59,"made shot","Jump Shot","2PT Field Goal",14,"Chicago Bulls",71,131,41
"3671","Klay Thompson","Golden State Warriors","11/3/16",2016,3,8,26,"made shot","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-53,252,28
"3672","Klay Thompson","Golden State Warriors","11/3/16",2016,3,7,41,"made shot","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",220,124,29
"3673","Klay Thompson","Golden State Warriors","11/3/16",2016,2,10,6,"missed shot","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",137,213,14
"3674","Klay Thompson","Golden State Warriors","11/3/16",2016,1,5,57,"made shot","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",210,131,7
"3675","Klay Thompson","Golden State Warriors","11/3/16",2016,2,10,12,"missed shot","Jump Shot","2PT Field Goal",11,"Oklahoma City Thunder",56,95,14
"3676","Klay Thompson","Golden State Warriors","11/3/16",2016,3,10,17,"missed shot","Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",-235,2,26
"3677","Klay Thompson","Golden State Warriors","11/3/16",2016,3,9,46,"missed shot","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",168,195,27
"3678","Klay Thompson","Golden State Warriors","11/3/16",2016,2,7,46,"missed shot","Jump Shot","2PT Field Goal",11,"Oklahoma City Thunder",0,115,17
"3679","Klay Thompson","Golden State Warriors","11/3/16",2016,3,7,14,"missed shot","Jump Shot","2PT Field Goal",13,"Oklahoma City Thunder",138,3,29
"3680","Klay Thompson","Golden State Warriors","11/3/16",2016,1,8,4,"missed shot","Jump Shot","2PT Field Goal",18,"Oklahoma City Thunder",40,178,4
"3681","Klay Thompson","Golden State Warriors","12/20/16",2016,4,9,2,"made shot","Jump Shot","2PT Field Goal",14,"Utah Jazz",-58,129,39
"3682","Klay Thompson","Golden State Warriors","12/20/16",2016,2,6,40,"made shot","Jump Shot","2PT Field Goal",18,"Utah Jazz",138,121,18
"3683","Klay Thompson","Golden State Warriors","12/20/16",2016,3,7,25,"missed shot","Jump Shot","3PT Field Goal",25,"Utah Jazz",174,193,29
"3684","Klay Thompson","Golden State Warriors","12/20/16",2016,2,8,13,"made shot","Jump Shot","2PT Field Goal",19,"Utah Jazz",141,134,16
"3685","Klay Thompson","Golden State Warriors","2/27/17",2016,1,8,44,"made shot","Jump Shot","2PT Field Goal",20,"Philadelphia 76ers",-204,-21,4
"3686","Klay Thompson","Golden State Warriors","1/20/17",2016,2,9,32,"made shot","Jump Shot","2PT Field Goal",21,"Houston Rockets",-212,16,15
"3687","Klay Thompson","Golden State Warriors","11/16/16",2016,3,11,26,"made shot","Jump Shot","3PT Field Goal",26,"Toronto Raptors",-150,224,25
"3688","Klay Thompson","Golden State Warriors","11/16/16",2016,3,10,53,"made shot","Jump Shot","3PT Field Goal",24,"Toronto Raptors",240,36,26
"3689","Klay Thompson","Golden State Warriors","11/16/16",2016,1,11,22,"missed shot","Jump Shot","3PT Field Goal",25,"Toronto Raptors",222,115,1
"3690","Klay Thompson","Golden State Warriors","11/16/16",2016,3,8,55,"missed shot","Jump Shot","3PT Field Goal",23,"Toronto Raptors",232,26,28
"3691","Klay Thompson","Golden State Warriors","11/16/16",2016,3,5,48,"made shot","Jump Shot","3PT Field Goal",26,"Toronto Raptors",230,134,31
"3692","Klay Thompson","Golden State Warriors","11/16/16",2016,2,9,11,"missed shot","Jump Shot","3PT Field Goal",25,"Toronto Raptors",212,149,15
"3693","Klay Thompson","Golden State Warriors","11/16/16",2016,3,9,7,"missed shot","Jump Shot","3PT Field Goal",27,"Toronto Raptors",-219,159,27
"3694","Klay Thompson","Golden State Warriors","11/16/16",2016,3,4,46,"missed shot","Jump Shot","3PT Field Goal",23,"Toronto Raptors",230,7,32
"3695","Klay Thompson","Golden State Warriors","11/16/16",2016,1,6,45,"missed shot","Jump Shot","3PT Field Goal",22,"Toronto Raptors",-228,2,6
"3696","Klay Thompson","Golden State Warriors","11/16/16",2016,3,4,53,"missed shot","Jump Shot","2PT Field Goal",4,"Toronto Raptors",43,16,32
"3697","Klay Thompson","Golden State Warriors","11/16/16",2016,1,4,3,"missed shot","Jump Shot","3PT Field Goal",22,"Toronto Raptors",227,-6,8
"3698","Klay Thompson","Golden State Warriors","11/16/16",2016,3,9,49,"missed shot","Jump Shot","3PT Field Goal",26,"Toronto Raptors",112,237,27
"3699","Klay Thompson","Golden State Warriors","11/21/16",2016,1,5,24,"missed shot","Jump Shot","3PT Field Goal",23,"Indiana Pacers",230,-15,7
"3700","Klay Thompson","Golden State Warriors","11/21/16",2016,2,1,6,"missed shot","Jump Shot","2PT Field Goal",17,"Indiana Pacers",-171,-19,23
"3701","Klay Thompson","Golden State Warriors","11/21/16",2016,3,10,24,"made shot","Jump Shot","3PT Field Goal",24,"Indiana Pacers",-248,-21,26
"3702","Klay Thompson","Golden State Warriors","2/27/17",2016,4,9,14,"made shot","Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",213,129,39
"3703","Klay Thompson","Golden State Warriors","1/20/17",2016,2,7,51,"missed shot","Jump Shot","3PT Field Goal",26,"Houston Rockets",-120,237,17
"3704","Klay Thompson","Golden State Warriors","1/20/17",2016,2,3,6,"missed shot","Jump Shot","3PT Field Goal",24,"Houston Rockets",241,47,21
"3705","Klay Thompson","Golden State Warriors","1/20/17",2016,2,7,22,"made shot","Jump Shot","3PT Field Goal",24,"Houston Rockets",240,23,17
"3706","Klay Thompson","Golden State Warriors","1/20/17",2016,3,4,44,"made shot","Jump Shot","3PT Field Goal",23,"Houston Rockets",233,31,32
"3707","Klay Thompson","Golden State Warriors","1/20/17",2016,1,9,16,"missed shot","Jump Shot","2PT Field Goal",3,"Houston Rockets",30,23,3
"3708","Klay Thompson","Golden State Warriors","1/20/17",2016,2,0,47,"missed shot","Jump Shot","2PT Field Goal",7,"Houston Rockets",-7,75,24
"3709","Klay Thompson","Golden State Warriors","1/20/17",2016,2,1,45,"missed shot","Jump Shot","3PT Field Goal",25,"Houston Rockets",210,139,23
"3710","Klay Thompson","Golden State Warriors","2/28/17",2016,1,6,15,"made shot","Jump Shot","3PT Field Goal",23,"Washington Wizards",235,31,6
"3711","Klay Thompson","Golden State Warriors","2/28/17",2016,1,5,59,"missed shot","Jump Shot","3PT Field Goal",28,"Washington Wizards",192,213,7
"3712","Klay Thompson","Golden State Warriors","1/2/17",2016,3,4,6,"missed shot","Jump Shot","2PT Field Goal",13,"Denver Nuggets",60,124,32
"3713","Klay Thompson","Golden State Warriors","1/2/17",2016,4,5,4,"made shot","Jump Shot","2PT Field Goal",15,"Denver Nuggets",0,159,43
"3714","Klay Thompson","Golden State Warriors","1/2/17",2016,4,1,16,"missed shot","Jump Shot","2PT Field Goal",22,"Denver Nuggets",-156,169,47
"3715","Klay Thompson","Golden State Warriors","1/2/17",2016,3,6,13,"missed shot","Jump Shot","3PT Field Goal",23,"Denver Nuggets",232,61,30
"3716","Klay Thompson","Golden State Warriors","1/2/17",2016,2,4,27,"missed shot","Jump Shot","2PT Field Goal",8,"Denver Nuggets",-61,61,20
"3717","Klay Thompson","Golden State Warriors","1/2/17",2016,1,9,24,"missed shot","Jump Shot","3PT Field Goal",25,"Denver Nuggets",107,232,3
"3718","Klay Thompson","Golden State Warriors","1/2/17",2016,1,6,52,"missed shot","Jump Shot","2PT Field Goal",18,"Denver Nuggets",148,110,6
"3719","Klay Thompson","Golden State Warriors","1/28/17",2016,1,7,9,"missed shot","Jump Shot","2PT Field Goal",18,"Los Angeles Clippers",4,185,5
"3720","Klay Thompson","Golden State Warriors","2/28/17",2016,4,3,7,"missed shot","Jump Shot","3PT Field Goal",27,"Washington Wizards",199,183,45
"3721","Klay Thompson","Golden State Warriors","1/28/17",2016,2,8,30,"made shot","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",151,214,16
"3722","Klay Thompson","Golden State Warriors","1/28/17",2016,3,8,48,"missed shot","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",119,237,28
"3723","Klay Thompson","Golden State Warriors","1/28/17",2016,3,10,51,"made shot","Jump Shot","2PT Field Goal",17,"Los Angeles Clippers",-150,90,26
"3724","Klay Thompson","Golden State Warriors","1/28/17",2016,2,1,34,"made shot","Jump Shot","3PT Field Goal",22,"Los Angeles Clippers",-227,21,23
"3725","Klay Thompson","Golden State Warriors","1/28/17",2016,2,7,58,"missed shot","Jump Shot","2PT Field Goal",14,"Los Angeles Clippers",100,100,17
"3726","Klay Thompson","Golden State Warriors","2/27/17",2016,2,11,8,"made shot","Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",-223,144,13
"3727","Klay Thompson","Golden State Warriors","2/27/17",2016,3,5,34,"missed shot","Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",4,254,31
"3728","Klay Thompson","Golden State Warriors","2/27/17",2016,4,6,56,"missed shot","Jump Shot","2PT Field Goal",7,"Philadelphia 76ers",-74,-16,42
"3729","Klay Thompson","Golden State Warriors","2/27/17",2016,2,0,6,"missed shot","Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",151,218,24
"3730","Klay Thompson","Golden State Warriors","2/27/17",2016,1,11,40,"missed shot","Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",-248,31,1
"3731","Klay Thompson","Golden State Warriors","2/27/17",2016,4,9,58,"missed shot","Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",245,2,39
"3732","Klay Thompson","Golden State Warriors","2/27/17",2016,2,0,45,"missed shot","Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",240,33,24
"3733","Klay Thompson","Golden State Warriors","2/27/17",2016,1,4,46,"missed shot","Jump Shot","2PT Field Goal",20,"Philadelphia 76ers",204,-19,8
"3734","Klay Thompson","Golden State Warriors","2/28/17",2016,4,0,1,"missed shot","Jump Shot","3PT Field Goal",25,"Washington Wizards",-210,146,48
"3735","Klay Thompson","Golden State Warriors","3/16/17",2016,4,10,54,"missed shot","Jump Shot","2PT Field Goal",10,"Orlando Magic",42,95,38
"3736","Klay Thompson","Golden State Warriors","3/16/17",2016,2,2,37,"missed shot","Jump Shot","3PT Field Goal",28,"Orlando Magic",89,272,22
"3737","Klay Thompson","Golden State Warriors","3/16/17",2016,1,3,24,"made shot","Jump Shot","3PT Field Goal",26,"Orlando Magic",132,228,9
"3738","Klay Thompson","Golden State Warriors","3/16/17",2016,3,10,5,"made shot","Jump Shot","2PT Field Goal",12,"Orlando Magic",-60,110,26
"3739","Klay Thompson","Golden State Warriors","3/16/17",2016,3,9,14,"missed shot","Jump Shot","3PT Field Goal",23,"Orlando Magic",-233,7,27
"3740","Klay Thompson","Golden State Warriors","3/16/17",2016,1,11,22,"made shot","Jump Shot","3PT Field Goal",24,"Orlando Magic",125,208,1
"3741","Klay Thompson","Golden State Warriors","3/16/17",2016,2,4,12,"made shot","Jump Shot","2PT Field Goal",21,"Orlando Magic",89,193,20
"3742","Klay Thompson","Golden State Warriors","3/16/17",2016,1,8,53,"made shot","Jump Shot","2PT Field Goal",9,"Orlando Magic",12,95,4
"3743","Klay Thompson","Golden State Warriors","3/16/17",2016,1,2,42,"missed shot","Jump Shot","3PT Field Goal",25,"Orlando Magic",-1,252,10
"3744","Klay Thompson","Golden State Warriors","3/16/17",2016,2,6,19,"made shot","Jump Shot","2PT Field Goal",12,"Orlando Magic",-7,121,18
"3745","Klay Thompson","Golden State Warriors","3/16/17",2016,2,2,16,"missed shot","Jump Shot","2PT Field Goal",5,"Orlando Magic",22,51,22
"3746","Klay Thompson","Golden State Warriors","2/28/17",2016,4,7,39,"missed shot","Jump Shot","2PT Field Goal",14,"Washington Wizards",-32,144,41
"3747","Klay Thompson","Golden State Warriors","11/4/16",2016,4,9,24,"missed shot","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-176,183,39
"3748","Klay Thompson","Golden State Warriors","2/10/17",2016,3,5,46,"made shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",220,129,31
"3749","Klay Thompson","Golden State Warriors","2/10/17",2016,4,11,43,"made shot","Jump Shot","2PT Field Goal",20,"Memphis Grizzlies",-2,203,37
"3750","Klay Thompson","Golden State Warriors","2/28/17",2016,1,7,9,"made shot","Jump Shot","3PT Field Goal",25,"Washington Wizards",-104,237,5
"3751","Klay Thompson","Golden State Warriors","2/28/17",2016,3,11,22,"missed shot","Jump Shot","3PT Field Goal",23,"Washington Wizards",233,46,25
"3752","Klay Thompson","Golden State Warriors","2/28/17",2016,2,0,37,"made shot","Jump Shot","3PT Field Goal",26,"Washington Wizards",222,149,24
"3753","Klay Thompson","Golden State Warriors","2/28/17",2016,2,11,45,"missed shot","Jump Shot","3PT Field Goal",25,"Washington Wizards",222,126,13
"3754","Klay Thompson","Golden State Warriors","2/28/17",2016,1,2,36,"missed shot","Jump Shot","3PT Field Goal",31,"Washington Wizards",-66,311,10
"3755","Klay Thompson","Golden State Warriors","2/28/17",2016,4,9,15,"missed shot","Jump Shot","3PT Field Goal",25,"Washington Wizards",-68,247,39
"3756","Klay Thompson","Golden State Warriors","2/28/17",2016,4,9,48,"missed shot","Jump Shot","2PT Field Goal",17,"Washington Wizards",99,149,39
"3757","Klay Thompson","Golden State Warriors","2/28/17",2016,3,7,58,"missed shot","Jump Shot","3PT Field Goal",23,"Washington Wizards",233,31,29
"3758","Klay Thompson","Golden State Warriors","2/28/17",2016,2,9,0,"missed shot","Jump Shot","2PT Field Goal",4,"Washington Wizards",42,13,15
"3759","Klay Thompson","Golden State Warriors","2/28/17",2016,3,8,27,"missed shot","Jump Shot","3PT Field Goal",27,"Washington Wizards",91,264,28
"3760","Klay Thompson","Golden State Warriors","2/28/17",2016,2,3,41,"missed shot","Jump Shot","2PT Field Goal",15,"Washington Wizards",151,26,21
"3761","Klay Thompson","Golden State Warriors","2/28/17",2016,2,4,41,"missed shot","Jump Shot","3PT Field Goal",27,"Washington Wizards",202,183,20
"3762","Klay Thompson","Golden State Warriors","1/29/17",2016,4,10,41,"missed shot","Jump Shot","2PT Field Goal",21,"Portland Trail Blazers",105,185,38
"3763","Klay Thompson","Golden State Warriors","1/29/17",2016,3,7,8,"missed shot","Jump Shot","2PT Field Goal",19,"Portland Trail Blazers",107,164,29
"3764","Klay Thompson","Golden State Warriors","1/29/17",2016,1,7,16,"made shot","Jump Shot","2PT Field Goal",14,"Portland Trail Blazers",0,141,5
